is_about,is_quality_measurement_of,has_specified_numeric_value,has_measurement_unit_label
41151_Q4,Rebound_mean_value_1,43.93,percent
41151_Q5,Rebound_mean_value_1,43.13,percent
41151_Q6,Rebound_mean_value_1,43.93,percent
41151_Q7,Rebound_mean_value_1,41.93,percent
41151_Q1,Rebound_mean_value_2,62.5,percent
41151_Q2,Rebound_mean_value_2,62.0,percent
41151_Q3,Rebound_mean_value_2,63.5,percent
41151_Q4,Rebound_mean_value_2,61.5,percent
41151_Q5,Rebound_mean_value_2,63.5,percent
41151_Q6,Rebound_mean_value_2,63.5,percent
41151_Q7,Rebound_mean_value_2,62.5,percent
41151_Q1,S50,1.2,MPa
41151_Q2,S50,1.3,MPa
41151_Q3,S50,1.2,MPa
41151_Q4,S50,1.3,MPa
41151_Q5,S50,1.3,MPa
41151_Q6,S50,1.3,MPa
41151_Q7,S50,1.3,MPa
41151_Q1,S100,2.4,MPa
41151_Q2,S100,2.4,MPa
41151_Q3,S100,2.4,MPa
41151_Q4,S100,2.5,MPa
41151_Q5,S100,2.5,MPa
41151_Q6,S100,2.6,MPa
41151_Q7,S100,2.5,MPa
41151_Q1,S300,15.2,MPa
41151_Q2,S300,14.8,MPa
41151_Q3,S300,15.7,MPa
41151_Q4,S300,15.3,MPa
41151_Q5,S300,16.0,MPa
41151_Q6,S300,16.0,MPa
41151_Q7,S300,16.3,MPa
41151_Q1,D Median,368.0,percent
41151_Q2,D Median,371.0,percent
41151_Q3,D Median,373.0,percent
41151_Q4,D Median,363.0,percent
41151_Q5,D Median,344.0,percent
41151_Q6,D Median,363.0,percent
41151_Q7,D Median,333.0,percent
41151_Q1,F Median,20.5,MPa
41151_Q2,F Median,20.2,MPa
41151_Q3,F Median,21.3,MPa
41151_Q4,F Median,20.3,MPa
41151_Q5,F Median,19.7,MPa
41151_Q6,F Median,20.9,MPa
41151_Q7,F Median,19.2,MPa
41151_Q1,E_dash_0_degree_celcius,14.51,MPa
41151_Q2,E_dash_0_degree_celcius,13.85,MPa
41151_Q3,E_dash_0_degree_celcius,13.58,MPa
41151_Q4,E_dash_0_degree_celcius,12.31,MPa
41151_Q5,E_dash_0_degree_celcius,12.64,MPa
41151_Q6,E_dash_0_degree_celcius,14.04,MPa
41151_Q7,E_dash_0_degree_celcius,15.49,MPa
41151_Q1,E_double_dash_0_degree_celcius,4.64,MPa
41151_Q2,E_double_dash_0_degree_celcius,4.5,MPa
41151_Q3,E_double_dash_0_degree_celcius,4.44,MPa
41151_Q4,E_double_dash_0_degree_celcius,3.73,MPa
41151_Q5,E_double_dash_0_degree_celcius,4.05,MPa
41151_Q6,E_double_dash_0_degree_celcius,4.36,MPa
41151_Q7,E_double_dash_0_degree_celcius,5.19,MPa
41151_Q1,E_dash_23_degree_celcius,8.35,MPa
41151_Q2,E_dash_23_degree_celcius,8.0,MPa
41151_Q3,E_dash_23_degree_celcius,8.0,MPa
41151_Q4,E_dash_23_degree_celcius,7.65,MPa
41151_Q5,E_dash_23_degree_celcius,7.63,MPa
41151_Q6,E_dash_23_degree_celcius,8.48,MPa
41151_Q7,E_dash_23_degree_celcius,8.87,MPa
41151_Q1,E_double_dash_23_degree_celcius,1.22,MPa
41151_Q2,E_double_dash_23_degree_celcius,1.22,MPa
41151_Q3,E_double_dash_23_degree_celcius,1.17,MPa
41151_Q4,E_double_dash_23_degree_celcius,1.09,MPa
41151_Q5,E_double_dash_23_degree_celcius,1.07,MPa
41151_Q6,E_double_dash_23_degree_celcius,1.21,MPa
41151_Q7,E_double_dash_23_degree_celcius,1.37,MPa
41151_Q1,E_dash_60_degree_celcius,5.69,MPa
41151_Q2,E_dash_60_degree_celcius,5.38,MPa
41151_Q3,E_dash_60_degree_celcius,5.42,MPa
41151_Q4,E_dash_60_degree_celcius,5.2,MPa
41151_Q5,E_dash_60_degree_celcius,5.32,MPa
41151_Q6,E_dash_60_degree_celcius,5.8,MPa
41151_Q7,E_dash_60_degree_celcius,5.87,MPa
41151_Q1,E_double_dash_60_degree_celcius,0.43,MPa
41151_Q2,E_double_dash_60_degree_celcius,0.41,MPa
41151_Q3,E_double_dash_60_degree_celcius,0.39,MPa
41151_Q4,E_double_dash_60_degree_celcius,0.4,MPa
41151_Q5,E_double_dash_60_degree_celcius,0.35,MPa
41151_Q6,E_double_dash_60_degree_celcius,0.41,MPa
41151_Q7,E_double_dash_60_degree_celcius,0.45,MPa
41151_Q1,tand d max,0.72,
41151_Q2,tand d max,0.733,
41151_Q3,tand d max,0.748,
41151_Q4,tand d max,0.776,
41151_Q5,tand d max,0.788,
41151_Q6,tand d max,0.741,
41151_Q7,tand d max,0.727,
41151_Q1,Temperatur tan d max,-23.3,[°C]
41151_Q2,Temperatur tan d max,-23.2,[°C]
41151_Q3,Temperatur tan d max,-22.3,[°C]
41151_Q4,Temperatur tan d max,-24.3,[°C]
41151_Q5,Temperatur tan d max,-22.3,[°C]
41151_Q6,Temperatur tan d max,-23.3,[°C]
41151_Q7,Temperatur tan d max,-22.3,[°C]
41151_Q1,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.13,MPa
41151_Q2,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.25,MPa
41151_Q3,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.3,MPa
41151_Q4,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.3,MPa
41151_Q5,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,1.93,MPa
41151_Q6,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.03,MPa
41151_Q7,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.09,MPa
41151_Q1,ElasticModulus_G_dash_15_percent_1_Messung,1.18,MPa
41151_Q2,ElasticModulus_G_dash_15_percent_1_Messung,1.2,MPa
41151_Q3,ElasticModulus_G_dash_15_percent_1_Messung,1.22,MPa
41151_Q4,ElasticModulus_G_dash_15_percent_1_Messung,1.22,MPa
41151_Q5,ElasticModulus_G_dash_15_percent_1_Messung,1.15,MPa
41151_Q6,ElasticModulus_G_dash_15_percent_1_Messung,1.18,MPa
41151_Q7,ElasticModulus_G_dash_15_percent_1_Messung,1.18,MPa
41151_Q1,tan_d_7_percent_1_Messung,0.155,MPa
41151_Q2,tan_d_7_percent_1_Messung,0.164,MPa
41151_Q3,tan_d_7_percent_1_Messung,0.156,MPa
41151_Q4,tan_d_7_percent_1_Messung,0.165,MPa
41151_Q5,tan_d_7_percent_1_Messung,0.145,MPa
41151_Q6,tan_d_7_percent_1_Messung,0.147,MPa
41151_Q7,tan_d_7_percent_1_Messung,0.155,MPa
41151_Q1,LossModulus_Gdouble_dash(max),0.24,MPa
41151_Q2,LossModulus_Gdouble_dash(max),0.27,MPa
41151_Q3,LossModulus_Gdouble_dash(max),0.26,MPa
41151_Q4,LossModulus_Gdouble_dash(max),0.28,MPa
41151_Q5,LossModulus_Gdouble_dash(max),0.21,MPa
41151_Q6,LossModulus_Gdouble_dash(max),0.22,MPa
41151_Q7,LossModulus_Gdouble_dash(max),0.24,MPa
