is_about,is_quality_measurement_of,has_specified_numeric_value,has_measurement_unit_label
41155_Q4,Masse pro Messzeit_1,25.48,g
41155_Q5,Masse pro Messzeit_1,23.0,g
41155_Q6,Masse pro Messzeit_1,24.22,g
41155_Q7,Masse pro Messzeit_1,24.74,g
41155_Q1,Masse pro Messzeit_2,24.16,g
41155_Q2,Masse pro Messzeit_2,26.28,g
41155_Q3,Masse pro Messzeit_2,23.16,g
41155_Q4,Masse pro Messzeit_2,25.06,g
41155_Q5,Masse pro Messzeit_2,22.02,g
41155_Q6,Masse pro Messzeit_2,23.12,g
41155_Q7,Masse pro Messzeit_2,23.48,g
41155_Q1,Hardness_mean_value,60.33,Shore A
41155_Q2,Hardness_mean_value,59.77,Shore A
41155_Q3,Hardness_mean_value,61.33,Shore A
41155_Q4,Hardness_mean_value,60.07,Shore A
41155_Q5,Hardness_mean_value,60.03,Shore A
41155_Q6,Hardness_mean_value,60.6,Shore A
41155_Q7,Hardness_mean_value,62.0,Shore A
41155_Q1,Rebound_mean_value_1,42.2,percent
41155_Q2,Rebound_mean_value_1,41.73,percent
41155_Q3,Rebound_mean_value_1,42.4,percent
41155_Q4,Rebound_mean_value_1,41.87,percent
41155_Q5,Rebound_mean_value_1,42.27,percent
41155_Q6,Rebound_mean_value_1,42.0,percent
41155_Q7,Rebound_mean_value_1,42.2,percent
41155_Q1,Rebound_mean_value_2,65.5,percent
41155_Q2,Rebound_mean_value_2,64.5,percent
41155_Q3,Rebound_mean_value_2,67.5,percent
41155_Q4,Rebound_mean_value_2,64.5,percent
41155_Q5,Rebound_mean_value_2,65.5,percent
41155_Q6,Rebound_mean_value_2,66.5,percent
41155_Q7,Rebound_mean_value_2,65.5,percent
41155_Q1,S50,1.3,MPa
41155_Q2,S50,1.4,MPa
41155_Q3,S50,1.3,MPa
41155_Q4,S50,1.3,MPa
41155_Q5,S50,1.4,MPa
41155_Q6,S50,1.3,MPa
41155_Q7,S50,1.3,MPa
41155_Q1,S100,2.6,MPa
41155_Q2,S100,2.8,MPa
41155_Q3,S100,2.5,MPa
41155_Q4,S100,2.6,MPa
41155_Q5,S100,3.0,MPa
41155_Q6,S100,2.5,MPa
41155_Q7,S100,2.6,MPa
41155_Q1,S300,16.8,MPa
41155_Q2,S300,17.1,MPa
41155_Q3,S300,15.9,MPa
41155_Q4,S300,16.0,MPa
41155_Q5,S300,19.1,MPa
41155_Q6,S300,15.6,MPa
41155_Q7,S300,16.4,MPa
41155_Q1,D Median,330.0,percent
41155_Q2,D Median,331.0,percent
41155_Q3,D Median,358.0,percent
41155_Q4,D Median,371.0,percent
41155_Q5,D Median,297.0,percent
41155_Q6,D Median,384.0,percent
41155_Q7,D Median,344.0,percent
41155_Q1,F Median,19.5,MPa
41155_Q2,F Median,19.7,MPa
41155_Q3,F Median,20.8,MPa
41155_Q4,F Median,21.1,MPa
41155_Q5,F Median,19.8,MPa
41155_Q6,F Median,22.4,MPa
41155_Q7,F Median,19.8,MPa
41155_Q1,E_dash_0_degree_celcius,14.79,MPa
41155_Q2,E_dash_0_degree_celcius,13.38,MPa
41155_Q3,E_dash_0_degree_celcius,12.15,MPa
41155_Q4,E_dash_0_degree_celcius,13.53,MPa
41155_Q5,E_dash_0_degree_celcius,12.71,MPa
41155_Q6,E_dash_0_degree_celcius,13.76,MPa
41155_Q7,E_dash_0_degree_celcius,15.88,MPa
41155_Q1,E_double_dash_0_degree_celcius,4.82,MPa
41155_Q2,E_double_dash_0_degree_celcius,4.34,MPa
41155_Q3,E_double_dash_0_degree_celcius,3.87,MPa
41155_Q4,E_double_dash_0_degree_celcius,4.37,MPa
41155_Q5,E_double_dash_0_degree_celcius,4.11,MPa
41155_Q6,E_double_dash_0_degree_celcius,4.28,MPa
41155_Q7,E_double_dash_0_degree_celcius,5.13,MPa
41155_Q1,E_dash_23_degree_celcius,8.55,MPa
41155_Q2,E_dash_23_degree_celcius,7.95,MPa
41155_Q3,E_dash_23_degree_celcius,7.41,MPa
41155_Q4,E_dash_23_degree_celcius,8.01,MPa
41155_Q5,E_dash_23_degree_celcius,7.78,MPa
41155_Q6,E_dash_23_degree_celcius,8.23,MPa
41155_Q7,E_dash_23_degree_celcius,9.03,MPa
41155_Q1,E_double_dash_23_degree_celcius,1.28,MPa
41155_Q2,E_double_dash_23_degree_celcius,1.19,MPa
41155_Q3,E_double_dash_23_degree_celcius,1.04,MPa
41155_Q4,E_double_dash_23_degree_celcius,1.21,MPa
41155_Q5,E_double_dash_23_degree_celcius,1.07,MPa
41155_Q6,E_double_dash_23_degree_celcius,1.2,MPa
41155_Q7,E_double_dash_23_degree_celcius,1.31,MPa
41155_Q1,E_dash_60_degree_celcius,5.74,MPa
41155_Q2,E_dash_60_degree_celcius,5.35,MPa
41155_Q3,E_dash_60_degree_celcius,5.08,MPa
41155_Q4,E_dash_60_degree_celcius,5.48,MPa
41155_Q5,E_dash_60_degree_celcius,5.52,MPa
41155_Q6,E_dash_60_degree_celcius,5.63,MPa
41155_Q7,E_dash_60_degree_celcius,5.99,MPa
41155_Q1,E_double_dash_60_degree_celcius,0.39,MPa
41155_Q2,E_double_dash_60_degree_celcius,0.43,MPa
41155_Q3,E_double_dash_60_degree_celcius,0.35,MPa
41155_Q4,E_double_dash_60_degree_celcius,0.4,MPa
41155_Q5,E_double_dash_60_degree_celcius,0.32,MPa
41155_Q6,E_double_dash_60_degree_celcius,0.39,MPa
41155_Q7,E_double_dash_60_degree_celcius,0.4,MPa
41155_Q1,tand d max,0.734,
41155_Q2,tand d max,0.776,
41155_Q3,tand d max,0.766,
41155_Q4,tand d max,0.761,
41155_Q5,tand d max,0.792,
41155_Q6,tand d max,0.725,
41155_Q7,tand d max,0.698,
41155_Q1,Temperatur tan d max,-22.2,[°C]
41155_Q2,Temperatur tan d max,-23.2,[°C]
41155_Q3,Temperatur tan d max,-23.2,[°C]
41155_Q4,Temperatur tan d max,-23.2,[°C]
41155_Q5,Temperatur tan d max,-22.3,[°C]
41155_Q6,Temperatur tan d max,-22.2,[°C]
41155_Q7,Temperatur tan d max,-22.3,[°C]
41155_Q1,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.35,MPa
41155_Q2,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.16,MPa
41155_Q3,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,1.89,MPa
41155_Q4,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.06,MPa
41155_Q5,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,1.89,MPa
41155_Q6,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,1.96,MPa
41155_Q7,ElasticModulus_G_dash_zero_point_five_percent_1_Messung,2.15,MPa
41155_Q1,ElasticModulus_G_dash_15_percent_1_Messung,1.25,MPa
41155_Q2,ElasticModulus_G_dash_15_percent_1_Messung,1.2,MPa
41155_Q3,ElasticModulus_G_dash_15_percent_1_Messung,1.15,MPa
41155_Q4,ElasticModulus_G_dash_15_percent_1_Messung,1.18,MPa
41155_Q5,ElasticModulus_G_dash_15_percent_1_Messung,1.17,MPa
41155_Q6,ElasticModulus_G_dash_15_percent_1_Messung,1.16,MPa
41155_Q7,ElasticModulus_G_dash_15_percent_1_Messung,1.23,MPa
41155_Q1,tan_d_7_percent_1_Messung,0.16,MPa
41155_Q2,tan_d_7_percent_1_Messung,0.162,MPa
41155_Q3,tan_d_7_percent_1_Messung,0.145,MPa
41155_Q4,tan_d_7_percent_1_Messung,0.152,MPa
41155_Q5,tan_d_7_percent_1_Messung,0.137,MPa
41155_Q6,tan_d_7_percent_1_Messung,0.144,MPa
41155_Q7,tan_d_7_percent_1_Messung,0.148,MPa
41155_Q1,LossModulus_Gdouble_dash(max),0.27,MPa
41155_Q2,LossModulus_Gdouble_dash(max),0.26,MPa
41155_Q3,LossModulus_Gdouble_dash(max),0.21,MPa
41155_Q4,LossModulus_Gdouble_dash(max),0.23,MPa
41155_Q5,LossModulus_Gdouble_dash(max),0.2,MPa
41155_Q6,LossModulus_Gdouble_dash(max),0.21,MPa
41155_Q7,LossModulus_Gdouble_dash(max),0.23,MPa
